id,rle_mask
36e68393b6,87 15 187 16 288 16 388 17 489 17 589 18 690 18 790 19 890 20 991 20 1091 21 1192 21 1292 22 1393 22 1493 23 1593 24 1694 24 1794 25 1895 25 1995 26 2095 27 2196 27 2296 28 2397 28 2497 29 2598 29 2699 29 2799 30 2900 30 3001 30 3101 31 3202 31 3303 31 3404 31 3505 31 3606 31 3708 30 3809 30 3910 30 4012 29 4113 29 4215 28 4316 28 4418 27 4519 27 4621 26 4722 26 4824 25 4926 24 5027 24 5129 23 5230 23 5332 22 5433 22 5534 22 5636 21 5737 21 5838 21 5939 21 6040 21 6141 21 6242 21 6343 21 6444 21 6545 21 6646 21 6747 21 6847 22 6948 22 7049 22 7150 22 7251 22 7352 22 7453 22 7554 22 7655 22 7756 22 7857 22 7958 22 8059 22 8160 22 8261 22 8362 22 8462 23 8563 23 8664 23 8765 23 8815 9 8866 23 8913 11 8967 23 9010 15 9067 24 9109 16 9168 24 9208 18 9269 24 9309 18 9370 24 9410 17 9470 25 9512 16 9571 25 9613 16 9672 25 9715 15 9772 26 9816 15 9873 26 9917 15 9974 26 10018 15 10074 27 10120 15 10175 27
697f80cece,
53dab98a36,1 808 810 100 912 99 1014 98 1116 97 1218 96 1319 96 1421 95 1523 94 1626 92 1729 90 1831 89 1934 87 2037 85 2139 84 2241 83 2343 82 2445 81 2547 80 2648 80 2750 79 2851 79 2953 78 3054 78 3156 77 3258 76 3359 76 3461 75 3562 75 3664 74 3765 74 3867 73 3968 73 4069 73 4171 72 4272 72 4374 71 4475 71 4577 70 4678 70 4780 69 4881 69 4983 68 5084 68 5186 67 5287 67 5388 67 5489 67 5591 66 5692 66 5794 65 5896 64 5999 62 6101 61 6203 60 6306 58 6408 57 6510 56 6612 55 6714 54 6816 53 6917 53 7019 52 7121 51 7223 50 7325 48 7428 45 7530 43 7632 40 7734 38 7836 35 7938 33 8039 31 8141 28 8243 25 8345 22 8446 20 8548 18 8650 15 8751 13 8852 12 8954 10 9054 11 9155 10 9256 9 9356 10 9456 10 9557 10 9657 10 9757 11 9857 11 9958 11 10058 11 10158 11
287aea3a3b,
34d2af0f86,
d3b6c08868,
b80db32c01,
62d6a9b673,
96f8fd0d4b,
045c5516a2,23 73 124 72 224 71 325 69 425 68 526 66 627 64 727 63 828 61 929 60 1030 58 1130 58 1231 56 1332 55 1433 54 1533 54 1634 52 1734 52 1835 51 1936 50 2036 50 2137 49 2238 48 2339 47 2440 46 2540 46 2641 45 2742 44 2843 43 2944 43 3045 42 3145 42 3246 41 3347 40 3447 41 3547 41 3648 40 3748 40 3848 40 3948 40 4048 40 4147 41 4247 41 4346 41 4445 42 4546 41 4647 40 4748 38 4849 37 4950 36 5051 35 5152 34 5253 32 5354 31 5455 30 5556 29 5657 28 5758 27 5859 26 5960 25 6061 24 6162 23 6263 22 6364 21 6465 20 6566 19 6667 18 6768 16 6869 15 6970 14 7071 13 7172 12 7273 10 7374 9 7475 8 7576 7 7677 5 7778 4 7879 2 7980 1
51846d4c96,
0429d9759b,1 4343 4349 96 4456 90 4560 87 4661 87 4762 87 4863 87 4967 84 5074 78 5184 69 5294 60 5401 54 5505 51 5612 45 5716 42 5820 39 5918 42 6013 48
d8b2dc2e8a,12 26 115 24 216 25 318 25 419 27 520 29 620 32 720 35 820 37 921 38 1021 39 1122 40 1222 42 1323 42 1425 42 1526 43 1627 43 1728 44 1830 43 1931 43 2032 44 2133 45 2234 45 2335 45 2436 45 2537 44 2639 42 2740 40 2842 37 2943 36 3045 35 3146 34 3247 34 3348 35 3449 34 3551 33 3651 34 3752 34 3853 34 3954 34 4055 34 4156 33 4257 33 4358 33 4459 33 4561 32 4662 32 4764 31 4866 29 4967 29 5069 27 5170 26 5270 26 5371 25 5471 25 5570 26 5670 26 5770 26 5869 27 5970 26 6070 26 6170 26 6271 25 6372 25 6472 26 6574 25 6675 26 6777 26 6878 27 6979 28 7080 29 7182 29 7283 30 7385 29 7487 29 7589 28 7691 28 7793 28 7895 27 7997 26 8098 25 8199 25 8300 24 8401 24 8502 23 8603 23 8704 23 8805 22 8906 22 9007 22 9109 22 9210 22 9311 22 9412 22 9512 23 9612 24 9712 25 9812 26 9912 27 10012 28 10112 29
962348be7a,6465 1 6566 3 6667 4 6768 5 6869 6 6970 7 7071 7 7172 7 7273 7 7374 7 7475 7 7576 7 7677 7 7778 7 7879 7 7980 7 8081 6 8182 6 8283 6 8384 5 8485 5 8586 4 8687 4 8788 4 8889 4 8990 3 9091 3 9192 3 9293 2 9394 1 9495 1
8d141a0b7a,5455 1 5556 1 5657 2 5758 3 5859 4 5960 5 6061 5 6162 6 6263 7 6364 8 6465 9 6566 10 6667 11 6768 12 6869 13 6970 14 7071 15 7172 16 7273 16 7374 17 7475 18 7576 19 7677 20 7778 21 7879 22 7980 23 8081 24 8182 25 8283 27 8384 28 8485 30 8586 32 8687 34 8788 36 8889 38 8990 41 9091 43 9192 46 9293 48 9394 51 9495 53 9596 55 9697 58 9798 60 9899 61 10000 63 10101 64
fd0d237b01,1 400 405 90 506 83 607 72 708 64 809 57 910 51 1011 48 1112 44 1213 41 1314 35 1415 30 1516 26 1617 21 1718 16 1819 11 1920 10 2021 9 2122 4 2223 2
71d3bf0ea8,3737 1 3838 1 3938 2 4038 3 4139 3 4239 4 4339 5 4440 5 4540 6 4641 6 4741 7 4842 7 4942 8 5043 8 5143 9 5244 9 5345 9 5445 10 5546 10 5646 11 5747 11 5848 11 5948 12 6049 12 6149 13 6250 12 6351 12 6451 13 6552 13 6652 14 6753 14 6854 13 6954 14 7055 14 7155 15 7256 15 7356 16 7457 16 7558 16 7658 16 7758 17 7859 17 7959 18 8060 18 8160 19 8261 18 8361 19 8462 19 8562 20 8662 21 8763 21 8863 21 8964 21 9064 22 9164 23 9265 23 9365 24 9465 24 9565 25 9666 25 9766 26 9866 27 9966 28 10066 29 10166 30
3edc3edf92,8383 1 8483 2 8582 4 8682 5 8782 6 8881 8 8981 9 9080 11 9180 12 9280 13 9379 15 9479 16 9578 18 9678 19 9778 20 9877 22 9977 23 10076 25 10176 26
86c1109730,5459 6 5563 10 5667 14 5771 20 5875 26 5979 34 6083 41 6187 49 6291 57 6395 62 6499 67 6603 64 6707 61 6811 58 6914 56 7018 53 7122 50 7226 47 7329 45 7433 42 7536 40 7639 38 7743 35 7846 33 7949 31 8052 29 8156 26 8259 24 8362 22 8466 19 8569 17 8672 15 8775 13 8878 11 8981 9 9084 7 9186 6 9289 4 9391 3 9493 2 9595 1
b5bdff9392,89 13 196 7 297 7 401 4
4702cdd4f0,76 26 178 25 281 23 384 21 486 20 588 19 690 18 792 17 893 17 995 16 1098 14 1199 14 1300 14 1401 14 1501 15 1601 16 1700 18 1801 18 1905 15 2008 13 2111 11 2213 10 2317 7 2419 6 2522 4 2624 3 2726 2 2827 2 2929 1 3030 1 3131 1
baa743f4b4,40 62 140 63 241 63 342 63 442 64 543 64 644 64 746 63 848 62 950 61 1053 59 1155 58 1258 56 1361 54 1464 52 1568 49 1672 46 1776 43 1880 40 1985 36 2089 33 2195 28 2302 22 2417 8
ac412e6d55,1 1614 1617 95 1718 92 1819 88 1920 82 2021 79 2122 74 2223 70 2324 63 2425 59 2526 54 2627 49 2728 42 2836 22
6493c2cbab,
d538594e14,
a86acaf330,
483b35d589,3839 6363
4b2af55ae6,1 4846 4849 98 4950 97 5051 94 5152 92 5253 90 5355 86 5457 82 5559 78 5661 72 5763 66 5865 63 5968 62 6067 64 6167 64 6281 49 6385 44 6491 38 6596 32 6701 27 6805 24 6907 24 7009 23 7111 23 7213 23 7315 22 7417 22 7519 21 7620 21 7722 20 7823 20 7923 21 8024 21 8125 20 8225 21 8325 22 8426 21 8526 21 8625 22 8725 23 8825 23 8925 23 9025 24 9124 25 9224 24 9323 25 9423 24 9524 24 9624 25 9725 26 9827 25 9930 23 10034 20 10138 16
8c1d0929a2,
d629a56d3c,
c450f9d7f4,1 23 102 23 203 22 304 22 405 22 506 22 607 22 708 21 809 19 910 18 1011 17 1112 17 1213 17 1314 18 1415 18 1516 17 1617 17 1718 16 1819 15 1920 14 2021 13 2122 12 2223 11 2324 10 2425 8 2526 7 2627 6 2728 5 2829 5 2930 5 3031 4 3132 3 3233 2 3334 2 3435 1
40d96e8022,505 1 600 7 693 15 783 26 884 26 982 29 1080 32 1169 44 1268 46 1367 48 1463 53 1561 56 1659 59 1758 61 1851 69 1949 72 2048 74 2144 79 2243 81 2343 82 2438 88 2538 89 2632 96 2732 7470
5ef096aeac,1 26 102 28 203 30 304 31 405 33 506 35 607 37 708 39 809 42 910 46 1011 48 1112 48 1213 47 1314 46 1415 46 1516 47 1617 47 1718 46 1819 45 1920 44 2021 43 2122 43 2223 43 2324 42 2425 42 2526 41 2627 41 2728 42 2829 42 2930 42 3031 43 3132 43 3233 43 3334 43 3435 43 3536 43 3637 43 3738 44 3839 44 3940 45 4041 46 4142 46 4243 47 4344 47 4445 47 4546 47 4647 47 4748 47 4849 47 4950 47 5051 47 5152 47 5253 47 5354 48 5455 49 5556 52 5657 52 5758 49 5859 49 5960 49 6061 48 6162 48 6263 48 6364 48 6465 47 6566 47 6667 47 6768 47 6869 48 6970 48 7071 47 7172 47 7273 47 7374 47 7475 47 7576 46 7677 46 7778 45 7879 45 7980 44 8081 44 8182 47 8283 49 8384 50 8485 50 8586 51 8687 51 8788 51 8889 51 8990 51 9091 51 9192 51 9293 52 9394 53 9495 55 9596 57 9697 58 9798 59 9899 60 10000 61 10101 62
83bb4578eb,1918 2 2012 9 2111 11 2205 18 2298 26 2397 28 2491 35 2580 47 2677 51 2769 60 2867 63 2965 66 3049 83 3148 85 3239 6963
57e0cff707,43 59 145 58 248 56 352 53 454 52 557 50 662 46 764 45 867 43 969 42 1071 41 1174 39 1280 34 1382 33 1484 32 1588 29 1691 27 1794 25 1896 24 2001 20 2104 18 2205 18 2307 17 2408 17 2507 19 2608 19 2709 19 2810 19 2911 19 3014 17 3116 16 3218 15 3319 15 3418 17 3519 17 3623 14 3724 14 3825 14 3927 13 4032 9 4137 5 4242 1 4343 1
96049af037,
4d33311a1e,
de1142326e,
8daa7e48d1,4141 1 4241 2 4342 2 4442 3 4543 3 4643 4 4744 4 4844 5 4945 5 5045 6 5146 6 5246 7 5347 7 5447 8 5547 9 5648 9 5748 10 5849 10 5949 11 6049 12 6150 12 6250 13 6350 14 6451 14 6551 15 6651 16 6752 16 6852 17 6952 18 7052 19 7152 20 7253 20 7353 21 7454 21 7554 22 7655 22 7756 22 7858 21 7959 21 8061 20 8162 20 8264 19 8367 17 8469 16 8572 14 8676 11 8779 9 8883 6 8987 3
7504d73df8,1 4644 4647 97 4748 94 4849 91 4950 88 5051 86 5152 84 5253 81 5354 79 5455 76 5556 74 5657 72 5758 70 5859 67 5960 63 6061 58 6162 53 6263 48 6364 41 6465 34 6566 26 6667 16 6769 5
34b32c5b5d,
960f92cf81,
78f17697f2,1 8585 8587 100 8688 100 8790 99 8891 99 8992 99 9093 99 9194 99 9294 908
0df375dc9c,
0fea4b5049,69 33 170 33 271 33 372 33 472 34 573 34 674 34 775 34 876 34 977 34 1078 34 1179 34 1280 34 1381 34 1482 34 1583 34 1684 34 1785 34 1886 34 1987 34 2087 35 2188 35 2289 35 2390 35 2490 36 2591 36 2692 36 2792 37 2893 37 2993 38 3094 38 3195 38 3295 39 3396 39 3496 40 3597 40 3697 41 3798 41 3898 42 3998 43 4099 43 4199 44 4300 44 4400 45 4500 46 4601 46 4701 47 4801 48 4902 48 5002 49 5102 50 5202 51 5303 51 5403 52 5503 53 5603 54 5703 55 5804 55 5904 56 6004 57 6104 58 6205 58 6305 59 6406 59 6506 60 6607 60 6708 60 6809 60 6910 60 7012 59 7113 59 7215 58 7317 57 7420 55 7522 54 7625 52 7728 41 7771 7 7831 38 7873 6 7934 35 7976 4 8037 32 8079 2 8141 29 8181 1 8244 26 8348 22 8452 19 8556 15 8660 12 8763 10 8867 5 8970 3
8c477d6abf,1 86 102 85 203 85 304 84 405 84 506 83 607 82 708 81 809 81 910 80 1011 79 1112 78 1213 77 1314 77 1415 76 1516 75 1617 74 1718 74 1819 73 1920 72 2021 71 2122 71 2223 70 2324 69 2425 69 2526 68 2627 68 2728 67 2829 67 2930 66 3031 66 3132 65 3233 65 3334 64 3435 64 3536 63 3637 63 3738 62 3839 61 3940 60 4041 59 4142 59 4243 58 4344 57 4445 57 4546 57 4647 57 4748 56 4849 56 4950 56 5051 56 5152 56 5253 56 5354 56 5455 56 5556 57 5657 57 5758 57 5859 57 5960 57 6061 57 6162 57 6263 57 6364 57 6465 57 6566 57 6667 57 6768 57 6869 58 6970 58 7071 58 7172 58 7273 59 7374 59 7475 59 7576 60 7677 60 7778 60 7879 61 7980 61 8081 61 8182 61 8283 61 8384 60 8485 60 8586 59 8687 59 8788 58 8889 57 8990 56 9091 56 9192 56 9293 56 9394 56 9495 56 9596 56 9697 56 9798 56 9899 56 10000 56 10101 56
3cc59342bd,45 57 148 55 250 54 353 52 455 51 558 49 660 48 762 47 864 46 966 45 1068 44 1170 43 1272 42 1374 41 1477 39 1579 38 1684 34 1789 30 1895 23 2001 17
726a0d854d,
216aa6275d,1 71 102 70 203 70 304 69 405 69 506 68 607 68 708 68 809 67 910 67 1011 66 1112 66 1213 65 1314 65 1415 65 1516 64 1617 64 1718 63 1819 63 1920 62 2021 61 2122 61 2223 60 2324 60 2425 59 2526 59 2627 58 2728 58 2829 58 2930 58 3031 58 3132 58 3233 59 3334 59 3435 59 3536 59 3637 59 3738 59 3839 58 3940 58 4041 58 4142 57 4243 57 4344 57 4445 56 4546 56 4647 56 4748 55 4849 55 4950 55 5051 54 5152 54 5253 54 5354 54 5455 54 5556 54 5657 54 5758 55 5859 55 5960 56 6061 56 6162 56 6263 57 6364 57 6465 58 6566 58 6667 59 6768 59 6869 60 6970 60 7071 61 7172 62 7273 62 7374 63 7475 63 7576 64 7677 64 7778 65 7879 65 7980 66 8081 66 8182 67 8283 67 8384 68 8485 69 8586 69 8687 70 8788 71 8889 71 8990 72 9091 72 9192 75 9293 76 9394 77 9495 78 9596 78 9697 79 9798 80 9899 80 10000 81 10101 82
8ddaea54ce,42 60 140 63 240 64 338 67 441 65 542 65 643 65 743 66 843 67 943 68 1042 70 1141 72 1239 75 1337 78 1435 81 1534 83 1635 83 1735 84 1836 84 1937 84 2037 85 2138 85 2238 86 2337 88 2437 89 2536 91 2635 93 2731 7471
f342603c76,
f456e3161d,3836 3 3932 8 4029 12 4127 15 4225 18 4324 19 4423 19 4521 19 4619 19 4715 21 4811 24 4908 27 5005 29 5102 32 5198 35 5294 37 5387 42 5478 49 5568 56 5660 63 5758 64 5859 62 5960 58 6061 53 6162 47 6263 42 6364 36 6465 32 6566 27 6667 24 6768 22 6869 21 6970 19 7071 16 7172 15 7273 13 7374 13 7475 12 7576 13 7676 15 7774 19 7873 21 7972 25 8073 26 8173 28 8275 27 8376 27 8474 31 8572 35 8672 36 8773 14 8788 19 8874 14 8889 18 8974 15 8990 17 9075 15 9091 16 9175 16 9192 16 9276 15 9293 15 9377 15 9394 13 9477 15 9495 11 9578 15 9596 9 9679 13 9697 8 9781 11 9798 6 9881 11 9899 5 9982 10 10000 3 10081 11 10101 2 10181 11
86fe531971,
b57e98a275,977 4 1076 8 1176 10 1275 12 1374 14 1475 14 1575 15 1675 15 1776 14 1878 12 1979 11 2081 9 2184 6 2287 3
71438f26ec,1 4242 4263 81 4406 39
d800abe6a4,1 1344 1346 100 1448 99 1550 98 1651 98 1753 96 1855 95 1957 93 2058 93 2160 91 2262 90 2364 88 2465 87 2567 86 2663 3 2668 85 2763 4 2770 83 2863 5 2871 83 2963 6 2973 81 3063 7 3074 80 3163 8 3175 79 3263 9 3276 79 3363 10 3378 77 3463 11 3479 76 3563 12 3580 76 3664 12 3681 76 3765 12 3782 75 3865 13 3883 75 3966 13 3984 75 4066 14 4086 74 4166 15 4187 73 4266 16 4288 73 4366 17 4389 73 4466 18 4490 73 4566 19 4592 71 4665 21 4693 94 4794 93 4895 93 4996 93 5097 93 5199 91 5300 91 5401 91 5502 90 5603 90 5704 89 5805 89 5906 88 6008 86 6109 86 6210 85 6311 84 6412 84 6513 83 6613 84 6714 83 6815 83 6916 82 7017 82 7118 82 7219 82 7319 83 7420 83 7521 83 7622 83 7723 84 7824 84 7924 86 8025 86 8126 87 8227 87 8328 87 8428 89 8529 89 8630 89 8730 91 8831 91 8932 91 9032 92 9133 93 9233 94 9334 94 9434 95 9535 96 9635 97 9735 98 9836 98 9936 99 10036 99 10137 65
51b639314d,
a7b918d80e,505 1 606 1 707 1 808 1 909 1 1009 2 1110 2 1211 2 1312 2 1413 2 1514 2 1615 2 1715 3 1816 3 1917 3 2017 4 2118 4 2218 5 2319 5 2419 6 2520 6 2620 7 2720 8 2821 8 2922 8 3022 9 3123 9 3224 9 3324 10 3425 10 3526 10 3627 10 3728 10 3829 10 3930 10 4031 10 4131 11 4232 11 4333 11 4434 11 4534 12 4635 12 4736 12 4836 13 4937 13 5038 13 5139 13 5239 14 5340 14 5441 14 5542 14 5642 15 5743 15 5844 15 5944 16 6045 16 6146 16 6246 17 6347 17 6448 17 6548 18 6649 18 6750 18 6850 19 6951 19 7052 19 7152 20 7253 20 7353 21 7454 21 7554 22 7655 22 7755 23 7856 23 7956 24 8057 24 8157 25 8257 26 8358 26 8458 27 8558 28 8659 28 8760 28 8860 29 8962 28 9064 27 9167 25 9271 22 9375 19 9480 15 9586 10 9692 5
f0c401b64b,1 5050
a93c251217,
c613a090a4,53 49 154 49 256 48 357 48 459 47 561 46 662 46 764 45 865 45 967 44 1069 43 1171 42 1273 41 1374 41 1476 40 1578 39 1680 38 1781 38 1883 37 1985 36 2086 36 2188 35 2289 35 2390 35 2492 34 2593 34 2694 34 2795 34 2897 33 2998 33 3100 32 3201 32 3302 32 3404 31 3505 31 3607 30 3708 30 3810 29 3911 29 4013 28 4114 28 4215 28 4317 27 4418 27 4519 27 4621 26 4722 26 4823 26 4925 25 5026 25 5128 24 5229 24 5331 23 5432 23 5533 23 5635 22 5736 22 5838 21 5939 21 6040 21 6141 21 6243 20 6344 20 6445 20 6546 20 6647 20 6748 20 6849 20 6950 20 7051 20 7152 20 7253 20 7354 20 7455 20 7556 20 7657 20 7758 20 7859 20 7960 20 8061 20 8162 20 8263 20 8364 20 8465 20 8566 20 8667 20 8768 20 8869 20 8970 20 9071 20 9172 20 9273 20 9374 20 9474 21 9575 21 9676 21 9776 22 9877 22 9977 23 10078 23 10179 23
d765e53b37,2526 2 2627 10 2728 18 2829 26 2930 32 3031 42 3132 47 3233 53 3334 59 3435 63 3536 66 3637 70 3738 73 3839 76 3940 81 4041 86 4142 91 4243 97 4344 5858
c9da9c3d42,1 5751 5758 90 5859 85 5960 80 6061 74 6162 67 6263 61 6364 54 6465 46 6566 39 6667 33 6768 25 6869 17 6970 8
dfc8a378b7,3536 10 3637 17 3738 21 3839 23 3940 24 4041 22 4142 19 4243 15 4344 12 4445 8 4546 6 4647 5 4748 5 4849 7 4950 10 5051 15 5152 20 5253 26 5354 33 5455 40 5556 46 5657 53 5758 59 5859 66 5960 72 6061 79 6162 86 6263 93 6364 100 6465 3737
e5a22d144d,
f4e6928ad4,2322 2 2420 5 2517 9 2614 13 2712 16 2810 19 2909 21 3010 21 3113 19 3217 16 3322 12 3427 8 3532 4
9385125b12,
c901f669f8,5455 2 5556 5 5657 6 5758 8 5859 9 5960 10 6061 10 6162 10 6263 9 6364 9 6465 8 6566 8 6667 7 6768 7 6869 7 6970 8 7071 8 7172 9 7273 9 7374 10 7475 11 7576 11 7677 12 7778 12 7879 13 7980 13 8081 14 8182 14 8283 14 8384 14 8485 15 8586 15 8687 15 8788 16 8889 16 8990 16 9091 16 9192 17 9293 17 9394 17 9495 17 9596 18 9697 18 9798 18 9899 18 10000 19 10101 19
89dfb7ba1d,3943 98 4044 98 4145 4441 8589 98 8693 95 8794 95 8898 92 8999 92 9100 92 9201 92 9305 89 9406 89 9504 92 9605 92 9706 92 9807 92 9908 92 10006 95 10107 95
6b996daecc,71 31 172 31 273 31 374 31 474 32 574 33 673 35 773 36 874 36 975 36 1076 36 1176 37 1277 37 1378 37 1478 38 1579 38 1680 38 1781 38 1882 38 1982 39 2083 39 2185 38 2286 38 2387 38 2489 37 2590 37 2692 36 2793 36 2894 36 2995 36 3096 36 3197 36 3297 37 3398 37 3498 38 3598 39 3698 40 3798 41 3899 41 4000 41 4101 26 4128 14 4201 26 4230 13 4301 25 4331 13 4400 25 4432 13 4500 25 4533 13 4601 23 4633 14 4701 22 4733 15 4801 21 4834 15 4901 21 4934 16 5002 19 5034 17 5104 16 5134 18 5205 15 5234 19 5306 13 5334 20 5407 11 5433 22 5508 9 5532 24 5609 7 5632 25 5710 5 5731 27 5811 2 5831 28 5930 30 6030 31 6130 32 6206 3 6230 33 6305 2 6331 33 6431 34 6532 34 6633 34 6733 35 6834 35 6934 36 7033 38 7133 39 7233 40 7333 41 7432 43 7532 41 7632 40 7732 39 7832 38 7932 38 8033 37 8133 37 8233 37 8333 37 8433 37 8533 37 8632 38 8731 39 8831 39 8930 40 9029 40 9129 38 9229 36 9329 35 9430 32 9531 31 9632 29 9733 29 9835 27 9936 27 10038 26 10140 24
13037dfbb2,1 14 102 12 203 11 304 9 405 9 506 8 607 8 708 8 809 7 910 7 1011 6 1112 4 1213 1
b74ecdfe20,4228 6 4326 10 4427 16 4527 19 4628 19 4729 19 4830 19 4931 19 5032 19 5133 19 5234 19 5336 18 5437 18 5539 17 5640 17 5741 17 5842 17 5943 17 6044 17 6142 20 6241 22 6342 22 6443 22 6546 20 6648 19 6751 17 6853 16 6956 14 7058 13 7161 11 7263 10 7365 9 7466 9 7567 9 7668 9 7769 9 7870 9 7971 9 8072 9 8173 9 8273 10 8373 11 8472 13 8571 15 8671 16 8770 18 8869 20 8968 22 9067 24 9166 26 9265 28 9364 30 9463 32 9563 33 9662 35 9762 36 9862 37 9962 38 10063 38 10163 39
eabed5b2b4,
c78c89577c,101 1
e2f397d206,11 91 114 89 217 87 320 85 423 83 525 82 628 80 732 77 835 75 940 71 1045 67 1151 62 1256 58 1361 54 1465 51 1569 48 1672 46 1775 44 1878 42 1981 40 2083 39 2185 38 2288 36 2391 34 2493 33 2597 30 2700 28 2806 23 2911 19 3017 14 3122 10 3228 5 3333 1
75c554378e,
e446b0b4b6,606 1 705 3 805 4 904 6 1003 8 1103 9 1203 10 1302 12 1402 13 1501 15 1601 16 1701 17 1801 18 1900 20 2000 21 2100 22 2200 23 2300 23 2400 23 2500 22 2600 22 2700 22 2800 21 2900 21 3000 21 3100 21 3200 21 3300 20 3400 20 3500 20 3600 20 3700 20 3800 20 3900 20 4000 20 4100 20 4200 20 4300 19 4400 19 4500 19 4600 19 4700 19 4801 18 4901 18 5001 18 5100 18 5200 18 5300 17 5399 17 5499 17 5599 16 5698 17 5798 16 5897 16 5997 15 6096 15 6195 15 6294 15 6393 15 6493 14 6592 14 6691 14 6790 14 6889 13 6988 13 7087 13 7186 13 7285 13 7384 13 7483 13 7583 12 7682 13 7781 13 7881 13 7980 13 8081 11 8182 9 8283 9 8384 8 8485 7 8586 6 8687 6 8788 5 8889 4 8990 3 9091 3 9192 3 9293 3 9394 3 9495 3 9596 3 9697 2 9798 2 9899 2 10000 3 10101 3
203f6117be,2220 3 2312 12 2407 18 2499 27 2591 36 2683 45 2772 57 2864 66 2953 78 3045 87 3137 7065
7e737a6cc6,6364 1 6465 1 6566 1 6667 1 6768 3 6869 4 6970 5 7071 7 7172 8 7273 9 7374 9 7475 8 7576 8 7677 8 7778 9 7879 10 7980 12 8081 14 8182 15 8283 17 8384 21 8485 23 8586 25 8687 28 8788 31 8889 35 8990 41 9091 46 9192 48 9293 49 9394 50 9495 51 9596 52 9697 53 9798 53 9899 54 10000 55 10101 55
1efe1909ed,
1825fadf99,
106a222c7c,4211 23 4313 25 4414 29 4515 31 4616 31 4717 31 4818 31 4919 31 5020 31 5120 32 5221 32 5322 32 5422 33 5523 31 5623 29 5724 26 5824 23 5925 18 6026 13 6126 9 6227 4 6262 1 6361 3 6460 5 6559 7 6658 9 6759 9 6859 10 6959 11 7060 11 7161 11 7262 11 7364 10 7465 10 7567 9 7669 8 7771 7 7873 6 7976 4 8078 3 8181 1
691dc0bc42,1 5837 5841 95 5948 87 6057 76 6162 70 6263 67 6364 65 6465 62 6566 60 6667 57 6768 55 6869 52 6970 50 7071 47 7172 45 7273 42 7374 40 7475 37 7576 35 7677 33 7778 30 7879 28 7980 26 8081 24 8182 23 8283 21 8384 19 8485 17 8586 15 8687 13 8788 10 8889 8 8990 5 9091 3
cc4344175e,53 49 153 50 253 51 354 51 454 52 556 51 657 51 761 48 866 44 972 39 1079 33 1188 25 1299 15 1413 2
19e749d0b1,
e875c9a960,1 61 102 61 203 64 304 65 405 67 506 69 607 70 708 71 809 71 910 72 1011 73 1112 74 1213 74 1314 74 1415 74 1516 73 1617 73 1718 73 1819 71 1920 70 2021 71 2122 71 2223 71 2324 71 2425 71 2526 71 2627 71 2728 72 2829 73 2930 73 3031 73 3132 73 3233 75 3334 76 3435 78 3536 79 3637 79 3738 79 3839 79 3940 79 4041 79 4142 80 4243 80 4344 79 4445 79 4546 76 4647 76 4748 76 4849 76 4950 79 5051 79 5152 80 5253 82 5354 82 5455 82 5556 84 5657 85 5758 86 5859 86 5960 87 6061 88 6162 89 6263 90 6364 91 6465 92 6566 92 6667 93 6768 94 6869 95 6970 95 7071 95 7172 95 7273 94 7374 94 7475 94 7576 94 7677 94 7778 93 7879 92 7980 92 8081 92 8182 92 8283 92 8384 92 8485 93 8586 94 8687 95 8788 96 8889 97 8990 98 9091 99 9192 100 9293 100 9394 100 9495 100 9596 100 9697 100 9798 100 9899 100 10000 202
d7cf3bf4e9,17 85 119 84 220 84 321 84 422 84 523 84 624 84 726 83 831 79 933 78 1034 78 1135 78 1237 77 1338 77 1441 75 1542 75 1644 74 1746 73 1847 73 1948 73 2047 75 2146 77 2247 77 2347 78 2447 79 2548 79 2649 79 2750 79 2852 78 2954 77 3056 76 3157 76 3258 76 3359 76 3460 76 3561 76 3662 76 3763 76 3864 76 3965 76 4067 75 4169 74 4271 73 4372 73 4473 73 4573 74 4672 76 4772 77 4872 78 4973 78 5073 79 5173 80 5274 80 5375 80 5476 80 5577 80 5678 80 5779 80 5880 80 5981 80 6082 80 6183 80 6283 81 6384 81 6484 82 6585 82 6686 82 6787 82 6888 82 6987 84 7086 86 7187 86 7287 87 7388 87 7490 86 7591 86 7692 86 7793 86 7894 86 7995 86 8094 88 8189 94 8290 94 8391 94 8492 94 8594 93 8695 93 8797 92 8899 91 9000 91 9101 91 9202 91 9306 88 9409 86 9510 86 9612 85 9713 85 9814 85 9916 84 10019 82 10120 82
5aa0015d15,
ee5e9e4570,1 3333 3335 100 3438 98 3541 96 3643 95 3746 93 3849 91 3951 90 4054 88 4157 86 4259 85 4362 83 4465 81 4567 80 4670 78 4773 76 4876 74 4979 72 5082 70 5184 69 5287 67 5390 65 5494 62 5597 60 5701 57 5805 54 5909 51 6013 48 6117 45 6221 42 6326 38 6430 35 6534 32 6638 29 6742 26 6846 23 6949 21 7053 18 7156 16 7260 13 7363 11 7466 9 7569 7 7673 4 7777 1
849881c690,607 9595
